time	V(vcomp)
2.879359806667429e-05	9.586917e+00
2.879360064918899e-05	9.586916e+00
2.879362475265945e-05	9.586912e+00
2.879370739312963e-05	9.586899e+00
2.879371040606344e-05	9.586898e+00
2.879371557109282e-05	9.586897e+00
2.879372368756757e-05	9.586896e+00
2.879373180404233e-05	9.586895e+00
2.879373992051708e-05	9.586894e+00
2.879374803699182e-05	9.586892e+00
2.879375615346657e-05	9.586891e+00
2.879376426994132e-05	9.586889e+00
2.879377238641607e-05	9.586887e+00
2.879377539934988e-05	9.586887e+00
2.879377884270280e-05	9.586886e+00
2.879378572940865e-05	9.586885e+00
2.879378637503733e-05	9.586885e+00
2.879378669785166e-05	9.586885e+00
2.879378712827078e-05	9.586885e+00
2.879378798910901e-05	9.586885e+00
2.879378971078547e-05	9.586884e+00
2.879379315413839e-05	9.586884e+00
2.879379326174317e-05	9.586884e+00
2.879379328864437e-05	9.586884e+00
2.879379334244676e-05	9.586884e+00
2.879379345005154e-05	9.586884e+00
2.879379366526109e-05	9.586884e+00
2.879379382666826e-05	9.586884e+00
2.879379404187782e-05	9.586884e+00
2.879379447229693e-05	9.586884e+00
2.879379479511127e-05	9.586884e+00
2.879379522553038e-05	9.586884e+00
2.879379554834472e-05	9.586884e+00
2.879379597876383e-05	9.586884e+00
2.879379683960207e-05	9.586884e+00
2.879379684296472e-05	9.586884e+00
2.879379684969002e-05	9.586884e+00
2.879379686314061e-05	9.586884e+00
2.879379689004181e-05	9.586884e+00
2.879379689676711e-05	9.586884e+00
2.879379689844843e-05	9.586884e+00
2.879379690181108e-05	9.586884e+00
2.879379690853638e-05	9.586884e+00
2.879379692198698e-05	9.586884e+00
2.879379694888817e-05	9.586884e+00
2.879379700269056e-05	9.586884e+00
2.879379711029534e-05	9.586884e+00
2.879379711365799e-05	9.586884e+00
2.879379712038329e-05	9.586884e+00
2.879379713383389e-05	9.586884e+00
2.879379716073508e-05	9.586884e+00
2.879379716157575e-05	9.586884e+00
2.879379716160202e-05	9.586884e+00
2.879379716165456e-05	9.586884e+00
2.879379716175964e-05	9.586884e+00
2.879379716196981e-05	9.586884e+00
2.879379716239014e-05	9.586884e+00
2.879379716323080e-05	9.586884e+00
2.879379716491212e-05	9.586884e+00
2.879379716827477e-05	9.586884e+00
2.879379717500007e-05	9.586884e+00
2.879379717521024e-05	9.586884e+00
2.879379717563057e-05	9.586884e+00
2.879379717647123e-05	9.586884e+00
2.879379717649751e-05	9.586884e+00
2.879379717655005e-05	9.586884e+00
2.879379717665513e-05	9.586884e+00
2.879379717686529e-05	9.586884e+00
2.879379717687186e-05	9.586884e+00
2.879379717688500e-05	9.586884e+00
2.879379717691127e-05	9.586884e+00
2.879379717696381e-05	9.586884e+00
2.879379717697694e-05	9.586884e+00
2.879379717697794e-05	9.586884e+00
2.879379717697994e-05	9.586884e+00
2.879379717698394e-05	9.586884e+00
2.879379717698494e-05	9.586884e+00
2.879379717698694e-05	9.586884e+00
2.879379717699094e-05	9.586884e+00
2.879379717699894e-05	9.586884e+00
2.879379717700094e-05	9.586884e+00
2.879379717700494e-05	9.586884e+00
2.879379717701294e-05	9.586884e+00
2.879379717702894e-05	9.586884e+00
2.879379717706094e-05	9.586884e+00
2.879379717706194e-05	9.586884e+00
2.879392217706194e-05	9.586863e+00
2.879404717706194e-05	9.586842e+00
2.879417217706194e-05	9.586821e+00
2.879454717706193e-05	9.586758e+00
2.879492217706193e-05	9.586695e+00
2.879618103587591e-05	9.586484e+00
2.879701070615877e-05	9.586345e+00
2.879865415564341e-05	9.586070e+00
2.880194105461268e-05	9.585519e+00
2.880851485255123e-05	9.584417e+00
2.882166244842832e-05	9.582213e+00
2.883085314417812e-05	9.580672e+00
2.883611937269474e-05	9.579789e+00
2.884006004024384e-05	9.579128e+00
2.884364510571759e-05	9.578526e+00
2.884640664219553e-05	9.578062e+00
2.884974596978865e-05	9.577501e+00
2.885368036380497e-05	9.576839e+00
2.885901278327306e-05	9.575941e+00
2.886555492999825e-05	9.574837e+00
2.887558251819384e-05	9.573138e+00
2.889038775525028e-05	9.570618e+00
2.890972032490307e-05	9.567310e+00
2.891515783440408e-05	9.566375e+00
2.892041783915014e-05	9.565467e+00
2.892262121670583e-05	9.565086e+00
2.892361602479011e-05	9.564914e+00
2.892396691006628e-05	9.564853e+00
2.892420627531293e-05	9.564812e+00
2.892449589393311e-05	9.564761e+00
2.892479328828839e-05	9.564710e+00
2.892538807699896e-05	9.564607e+00
2.892657675143066e-05	9.564401e+00
2.892895410029405e-05	9.563988e+00
2.893318565096224e-05	9.563251e+00
2.894164875229863e-05	9.561775e+00
2.895074481914143e-05	9.560182e+00
2.896396698708977e-05	9.557852e+00
2.898429550134070e-05	9.554240e+00
2.900788421005944e-05	9.550012e+00
2.903008253844671e-05	9.545990e+00
2.905236135153834e-05	9.541911e+00
2.907885755065775e-05	9.537004e+00
2.910996446460992e-05	9.531166e+00
2.914788030018263e-05	9.523939e+00
2.919362446630168e-05	9.515064e+00
2.924496069605773e-05	9.504911e+00
2.929209628777056e-05	9.495403e+00
2.933942812108674e-05	9.485670e+00
2.938531680824916e-05	9.476058e+00
2.943289983067275e-05	9.465910e+00
2.947958256023762e-05	9.455773e+00
2.952972640380768e-05	9.444676e+00
2.959062266737690e-05	9.430978e+00
2.961478647851085e-05	9.425468e+00
2.963003361755099e-05	9.421961e+00
2.963472423252688e-05	9.420877e+00
2.963479554853411e-05	9.420861e+00
2.963493818054858e-05	9.420828e+00
2.963496350166735e-05	9.420822e+00
2.963497731087484e-05	9.420818e+00
2.963498251348386e-05	9.420817e+00
2.963498554613916e-05	9.420816e+00
2.963498777364797e-05	9.420816e+00
2.963498808509351e-05	9.420816e+00
2.963498816295489e-05	9.420816e+00
2.963498831867766e-05	9.420816e+00
2.963498863012320e-05	9.420816e+00
2.963498870798458e-05	9.420816e+00
2.963498886370735e-05	9.420816e+00
2.963498917515289e-05	9.420816e+00
2.963498979804397e-05	9.420815e+00
2.963499104382612e-05	9.420815e+00
2.963499353539042e-05	9.420815e+00
2.963499851851902e-05	9.420814e+00
2.963500848477622e-05	9.420812e+00
2.963502841729063e-05	9.420807e+00
2.963506828231944e-05	9.420797e+00
2.963514801237707e-05	9.420779e+00
2.963530747249233e-05	9.420742e+00
2.963562639272284e-05	9.420669e+00
2.963626423318388e-05	9.420521e+00
2.963753991410593e-05	9.420225e+00
2.963909206177062e-05	9.419866e+00
2.964077904983236e-05	9.419475e+00
2.964232842557915e-05	9.419115e+00
2.964277655730356e-05	9.419011e+00
2.964291351935944e-05	9.418979e+00
2.964293840682294e-05	9.418973e+00
2.964294365335944e-05	9.418972e+00
2.964294831900159e-05	9.418971e+00
2.964295442185355e-05	9.418969e+00
2.964295550172514e-05	9.418969e+00
2.964295766146831e-05	9.418969e+00
2.964296198095466e-05	9.418968e+00
2.964297182260640e-05	9.418965e+00
2.964297212327616e-05	9.418965e+00
2.964297213267209e-05	9.418965e+00
2.964297213502107e-05	9.418965e+00
2.964297213971903e-05	9.418965e+00
2.964297214089353e-05	9.418965e+00
2.964297214118715e-05	9.418965e+00
2.964297214119632e-05	9.418965e+00
2.964297214121467e-05	9.418965e+00
2.964297214125138e-05	9.418965e+00
2.964297214132478e-05	9.418965e+00
2.964397214132478e-05	9.418734e+00
2.964497214132478e-05	9.418501e+00
2.964597214132478e-05	9.418268e+00
2.964697214132478e-05	9.418036e+00
2.964869522487556e-05	9.417636e+00
2.965214139197711e-05	9.416834e+00
2.965294206807751e-05	9.416647e+00
2.965296097448047e-05	9.416643e+00
2.965297615547524e-05	9.416639e+00
2.965297825919895e-05	9.416638e+00
2.965297927973044e-05	9.416638e+00
2.965297930111064e-05	9.416638e+00
2.965297934387104e-05	9.416638e+00
2.965297942939183e-05	9.416638e+00
2.965297960043341e-05	9.416638e+00
2.965297994251657e-05	9.416638e+00
2.965298062668289e-05	9.416638e+00
2.965298199501554e-05	9.416637e+00
2.965298473168082e-05	9.416637e+00
2.965302304499487e-05	9.416628e+00
2.965306135830892e-05	9.416619e+00
2.965310514495355e-05	9.416609e+00
2.965319271824280e-05	9.416589e+00
2.965336786482131e-05	9.416548e+00
2.965371815797832e-05	9.416467e+00
2.965379944596478e-05	9.416448e+00
2.965383588167153e-05	9.416439e+00
2.965385885259120e-05	9.416433e+00
2.965387120489811e-05	9.416430e+00
2.965388809520027e-05	9.416427e+00
2.965389067063464e-05	9.416426e+00
2.965389410454713e-05	9.416426e+00
2.965390097237211e-05	9.416424e+00
2.965391470802207e-05	9.416421e+00
2.965393918336124e-05	9.416415e+00
2.965394242754255e-05	9.416414e+00
2.965394891590518e-05	9.416412e+00
2.965396189263043e-05	9.416409e+00
2.965396513681174e-05	9.416409e+00
2.965397162517436e-05	9.416408e+00
2.965397324726502e-05	9.416407e+00
2.965397649144633e-05	9.416406e+00
2.965398297980895e-05	9.416405e+00
2.965399595653420e-05	9.416402e+00
2.965402190998470e-05	9.416395e+00
2.965406348567763e-05	9.416386e+00
2.965410623111896e-05	9.416376e+00
2.965416677661680e-05	9.416362e+00
2.965425122273408e-05	9.416342e+00
2.965442011496863e-05	9.416303e+00
2.965475789943774e-05	9.416224e+00
2.965543346837594e-05	9.416066e+00
2.965678460625236e-05	9.415751e+00
2.965948688200519e-05	9.415121e+00
2.966011493307902e-05	9.414974e+00
2.966013168350297e-05	9.414970e+00
2.966013177221835e-05	9.414970e+00
2.966013183875488e-05	9.414970e+00
2.966013210490102e-05	9.414970e+00
2.966013296353560e-05	9.414970e+00
2.966013352547951e-05	9.414970e+00
2.966013416219559e-05	9.414969e+00
2.966013425510407e-05	9.414969e+00
2.966013425800746e-05	9.414969e+00
2.966013425800887e-05	9.414969e+00
2.966013425800987e-05	9.414969e+00
2.966013425801187e-05	9.414969e+00
2.966013425801287e-05	9.414969e+00
2.966113425801287e-05	9.414736e+00
2.966213425801287e-05	9.414502e+00
2.966313425801287e-05	9.414268e+00
2.966323834258456e-05	9.414245e+00
2.966344651172796e-05	9.414196e+00
2.966386285001476e-05	9.414099e+00
2.966469552658835e-05	9.413904e+00
2.966636087973554e-05	9.413514e+00
2.966800260108608e-05	9.413130e+00
2.966969748188478e-05	9.412733e+00
2.967129123684871e-05	9.412359e+00
2.967317988396290e-05	9.411917e+00
2.967522418122017e-05	9.411437e+00
2.967775359836093e-05	9.410843e+00
2.968069372407513e-05	9.410152e+00
2.968463815554111e-05	9.409224e+00
2.968985293703147e-05	9.407994e+00
2.969801791881283e-05	9.406065e+00
2.971168768131945e-05	9.402819e+00
2.973902720633269e-05	9.396287e+00
2.976396252802747e-05	9.390284e+00
2.979119830099575e-05	9.383669e+00
2.981717385458830e-05	9.377303e+00
2.985132527873360e-05	9.368841e+00
2.990035231955966e-05	9.356539e+00
2.995170269063995e-05	9.343454e+00
3.001486041632259e-05	9.327064e+00
3.009214707831507e-05	9.306488e+00
3.024672040230003e-05	9.263989e+00
3.040386862340663e-05	9.218683e+00
3.071816506561984e-05	9.123388e+00
3.088500278881894e-05	9.070464e+00
3.100306408333798e-05	9.031528e+00
3.109016375723326e-05	9.002085e+00
3.117418856750739e-05	8.973107e+00
3.126712139539806e-05	8.940482e+00
3.135287895061136e-05	8.909772e+00
3.149234047722021e-05	8.858516e+00
3.171726547752859e-05	8.773574e+00
3.197272606371317e-05	8.673401e+00
3.208018391158912e-05	8.629780e+00
3.218764175946508e-05	8.585426e+00
3.229509960734103e-05	8.540341e+00
3.240255745521698e-05	8.494524e+00
3.251001530309294e-05	8.447974e+00
3.261747315096889e-05	8.400693e+00
3.272493099884485e-05	8.352680e+00
3.281694586114659e-05	8.311091e+00
3.281731580434599e-05	8.310924e+00
3.281737343713241e-05	8.310898e+00
3.281737385701991e-05	8.310898e+00
3.281737402497491e-05	8.310898e+00
3.281737406696366e-05	8.310898e+00
3.281737415094116e-05	8.310898e+00
3.281737431889616e-05	8.310897e+00
3.281737465480616e-05	8.310897e+00
3.281737511689339e-05	8.310897e+00
3.281737517525217e-05	8.310897e+00
3.281737529196975e-05	8.310897e+00
3.281737552540489e-05	8.310897e+00
3.281737599227518e-05	8.310897e+00
3.281737653571495e-05	8.310896e+00
3.281737748965277e-05	8.310896e+00
3.281737794776795e-05	8.310896e+00
3.281737795605218e-05	8.310896e+00
3.281737795812323e-05	8.310896e+00
3.281737796226535e-05	8.310896e+00
3.281737797054957e-05	8.310896e+00
3.281737797262063e-05	8.310896e+00
3.281737797676274e-05	8.310896e+00
3.281737798504697e-05	8.310896e+00
3.281737800161542e-05	8.310896e+00
3.281737803475233e-05	8.310896e+00
3.281737810102614e-05	8.310896e+00
3.281737823357376e-05	8.310896e+00
3.281737849866900e-05	8.310895e+00
3.281737902885948e-05	8.310895e+00
3.281737998430392e-05	8.310895e+00
3.281738089061030e-05	8.310894e+00
3.281738218827496e-05	8.310894e+00
3.281738367894314e-05	8.310893e+00
3.281738368414948e-05	8.310893e+00
3.281738369456216e-05	8.310893e+00
3.281738371538752e-05	8.310893e+00
3.281738375703825e-05	8.310893e+00
3.281738384033971e-05	8.310893e+00
3.281738386116507e-05	8.310893e+00
3.281738390281580e-05	8.310893e+00
3.281738398611726e-05	8.310893e+00
3.281738400694262e-05	8.310893e+00
3.281738401214896e-05	8.310893e+00
3.281738402256164e-05	8.310893e+00
3.281738404338700e-05	8.310893e+00
3.281738404859334e-05	8.310893e+00
3.281738405900603e-05	8.310893e+00
3.281738407983139e-05	8.310893e+00
3.281738412148212e-05	8.310893e+00
3.281738420478358e-05	8.310893e+00
3.281738422560894e-05	8.310893e+00
3.281738423081528e-05	8.310893e+00
3.281738423211686e-05	8.310893e+00
3.281738423472003e-05	8.310893e+00
3.281738423537082e-05	8.310893e+00
3.281738423667241e-05	8.310893e+00
3.281738423671309e-05	8.310893e+00
3.281738423672326e-05	8.310893e+00
3.281738423672580e-05	8.310893e+00
3.281738423673088e-05	8.310893e+00
3.281738423674105e-05	8.310893e+00
3.281738423676139e-05	8.310893e+00
3.281738423680207e-05	8.310893e+00
3.281738423688341e-05	8.310893e+00
3.281738423690375e-05	8.310893e+00
3.281738423694443e-05	8.310893e+00
3.281738423702578e-05	8.310893e+00
3.281738423702832e-05	8.310893e+00
3.281838423702832e-05	8.310437e+00
3.281938423702832e-05	8.309981e+00
3.282038423702832e-05	8.309526e+00
3.282138423702833e-05	8.309071e+00
3.282238423702833e-05	8.308615e+00
3.282338423702833e-05	8.308159e+00
3.282438423702833e-05	8.307703e+00
3.282538423702834e-05	8.307247e+00
3.282638423702834e-05	8.306791e+00
3.282738423702834e-05	8.306334e+00
3.282838423702834e-05	8.305879e+00
3.282938423702834e-05	8.305423e+00
3.283047514090785e-05	8.304925e+00
3.283175676057979e-05	8.304340e+00
3.283327281504604e-05	8.303648e+00
3.283509591195646e-05	8.302816e+00
3.283839375885563e-05	8.301311e+00
3.284773121526871e-05	8.297042e+00
3.285633848460943e-05	8.293104e+00
3.285637306838173e-05	8.293089e+00
3.285644223592632e-05	8.293057e+00
3.285644375982282e-05	8.293056e+00
3.285644414079695e-05	8.293056e+00
3.285644490274521e-05	8.293056e+00
3.285644509323228e-05	8.293056e+00
3.285644547420640e-05	8.293056e+00
3.285644623615466e-05	8.293056e+00
3.285644814102530e-05	8.293055e+00
3.285645042687006e-05	8.293054e+00
3.285645423661134e-05	8.293052e+00
3.285645576050784e-05	8.293051e+00
3.285645880830086e-05	8.293050e+00
3.285646490388689e-05	8.293047e+00
3.285647709505895e-05	8.293041e+00
3.285650147740309e-05	8.293030e+00
3.285652523848123e-05	8.293019e+00
3.285656239025107e-05	8.293002e+00
3.285711475741055e-05	8.292749e+00
3.285711629336981e-05	8.292748e+00
3.285711634136854e-05	8.292748e+00
3.285711643736600e-05	8.292748e+00
3.285711646136536e-05	8.292748e+00
3.285711650936409e-05	8.292748e+00
3.285711660536154e-05	8.292748e+00
3.285711679735645e-05	8.292748e+00
3.285711718134626e-05	8.292748e+00
3.285711746933863e-05	8.292747e+00
3.285711785332844e-05	8.292747e+00
3.285711862130807e-05	8.292747e+00
3.285711864530743e-05	8.292747e+00
3.285711869330616e-05	8.292747e+00
3.285711878930362e-05	8.292747e+00
3.285711898129852e-05	8.292747e+00
3.285711936528834e-05	8.292747e+00
3.285712013326796e-05	8.292747e+00
3.285712070925269e-05	8.292747e+00
3.285712301319157e-05	8.292746e+00
3.285713815336141e-05	8.292738e+00
3.285715329353125e-05	8.292731e+00
3.285716843370109e-05	8.292724e+00
3.285718357387093e-05	8.292717e+00
3.285719871404077e-05	8.292710e+00
3.285721385421061e-05	8.292704e+00
3.285722899438045e-05	8.292697e+00
3.285722982181298e-05	8.292697e+00
3.285723044238737e-05	8.292696e+00
3.285723054581643e-05	8.292696e+00
3.285723054904859e-05	8.292696e+00
3.285723055551291e-05	8.292696e+00
3.285723056844154e-05	8.292696e+00
3.285723059429881e-05	8.292696e+00
3.285723060076313e-05	8.292696e+00
3.285723061369177e-05	8.292696e+00
3.285723063954903e-05	8.292696e+00
3.285723069126356e-05	8.292696e+00
3.285723079469263e-05	8.292696e+00
3.285723100155076e-05	8.292696e+00
3.285723141526702e-05	8.292696e+00
3.285723224269955e-05	8.292695e+00
3.285723226855682e-05	8.292695e+00
3.285723232027135e-05	8.292695e+00
3.285723242370042e-05	8.292695e+00
3.285723263055855e-05	8.292695e+00
3.285723304427481e-05	8.292695e+00
3.285723387170734e-05	8.292695e+00
3.285723449228173e-05	8.292694e+00
3.285723531971426e-05	8.292694e+00
3.285723697457932e-05	8.292693e+00
3.285723738829558e-05	8.292693e+00
3.285723821572811e-05	8.292693e+00
3.285723821896026e-05	8.292693e+00
3.285723822542458e-05	8.292692e+00
3.285723823835322e-05	8.292692e+00
3.285723826421049e-05	8.292692e+00
3.285723831592502e-05	8.292692e+00
3.285723832885366e-05	8.292692e+00
3.285723835471092e-05	8.292692e+00
3.285723840642545e-05	8.292692e+00
3.285723841935409e-05	8.292692e+00
3.285723844521136e-05	8.292692e+00
3.285723845167568e-05	8.292692e+00
3.285723845329175e-05	8.292692e+00
3.285723845334226e-05	8.292692e+00
3.285723845344326e-05	8.292692e+00
3.285723845364527e-05	8.292692e+00
3.285723845404929e-05	8.292692e+00
3.285723845485733e-05	8.292692e+00
3.285723845505934e-05	8.292692e+00
3.285723845546336e-05	8.292692e+00
3.285723845627141e-05	8.292692e+00
3.285723845647341e-05	8.292692e+00
3.285723845687743e-05	8.292692e+00
3.285723845697844e-05	8.292692e+00
3.285723845700369e-05	8.292692e+00
3.285723845701000e-05	8.292692e+00
3.285723845701158e-05	8.292692e+00
3.285723845701259e-05	8.292692e+00
3.285823845701259e-05	8.292234e+00
3.285923845701259e-05	8.291777e+00
3.296128182277325e-05	8.244733e+00
3.296973787875295e-05	8.240808e+00
3.296976025819916e-05	8.240797e+00
3.296977808837760e-05	8.240788e+00
3.296977979736420e-05	8.240788e+00
3.296977979776926e-05	8.240788e+00
3.296977979857938e-05	8.240788e+00
3.296977980019961e-05	8.240788e+00
3.296977980060467e-05	8.240788e+00
3.296977980070594e-05	8.240788e+00
3.296977980073125e-05	8.240788e+00
3.296977980078189e-05	8.240788e+00
3.296977980088315e-05	8.240788e+00
3.296977980090847e-05	8.240788e+00
3.296977980095910e-05	8.240788e+00
3.296977980106036e-05	8.240788e+00
3.296977980126289e-05	8.240788e+00
3.296977980166795e-05	8.240788e+00
3.296977980176921e-05	8.240788e+00
3.296977980197174e-05	8.240788e+00
3.296977980197807e-05	8.240788e+00
3.296977980199073e-05	8.240788e+00
3.296977980201605e-05	8.240788e+00
3.296977980202238e-05	8.240788e+00
3.296977980203503e-05	8.240788e+00
3.296977980203820e-05	8.240788e+00
3.296977980203920e-05	8.240788e+00
3.296977980204120e-05	8.240788e+00
3.296977980204520e-05	8.240788e+00
3.296977980204620e-05	8.240788e+00
3.296977980204820e-05	8.240788e+00
3.296977980204920e-05	8.240788e+00
3.296977980205120e-05	8.240788e+00
3.296977980205220e-05	8.240788e+00
3.297077980205221e-05	8.240323e+00
3.297177980205221e-05	8.239859e+00
3.297190480205221e-05	8.239800e+00
3.297190483357981e-05	8.239800e+00
3.297190484146171e-05	8.239800e+00
3.297190485722552e-05	8.239800e+00
3.297190488875312e-05	8.239800e+00
3.297190495180833e-05	8.239800e+00
3.297190507791875e-05	8.239800e+00
3.297190508185970e-05	8.239800e+00
3.297190508974160e-05	8.239800e+00
3.297190510550540e-05	8.239800e+00
3.297190510944636e-05	8.239800e+00
3.297190511732825e-05	8.239800e+00
3.297190513309206e-05	8.239800e+00
3.297190513358468e-05	8.239800e+00
3.297190513456992e-05	8.239800e+00
3.297190513654039e-05	8.239800e+00
3.297190514048134e-05	8.239800e+00
3.297190514836324e-05	8.239800e+00
3.297190516412705e-05	8.239800e+00
3.297190516806800e-05	8.239800e+00
3.297190517594990e-05	8.239800e+00
3.297190517792038e-05	8.239800e+00
3.297190518186133e-05	8.239800e+00
3.297190518284657e-05	8.239800e+00
3.297190518481704e-05	8.239800e+00
3.297190518482474e-05	8.239800e+00
3.297190518484014e-05	8.239800e+00
3.297190518487093e-05	8.239800e+00
3.297190518493250e-05	8.239800e+00
3.297190518493351e-05	8.239800e+00
3.297190518493550e-05	8.239800e+00
3.297190518493651e-05	8.239800e+00
3.297190518493751e-05	8.239800e+00
3.297190518493851e-05	8.239800e+00
3.297190518494051e-05	8.239800e+00
3.297190518494451e-05	8.239800e+00
3.297190518495251e-05	8.239800e+00
3.297190518496851e-05	8.239800e+00
3.297190518497251e-05	8.239800e+00
3.297190518497351e-05	8.239800e+00
3.297190518497551e-05	8.239800e+00
3.297190518497951e-05	8.239800e+00
3.297190518498051e-05	8.239800e+00
3.297290518498051e-05	8.239336e+00
3.297303018498052e-05	8.239278e+00
3.297316462598885e-05	8.239215e+00
3.297325119400392e-05	8.239175e+00
3.297522333305798e-05	8.238258e+00
3.297522368872739e-05	8.238258e+00
3.297522374800562e-05	8.238258e+00
3.297522386656209e-05	8.238258e+00
3.297522389620121e-05	8.238257e+00
3.297522389631699e-05	8.238257e+00
3.297522389654855e-05	8.238257e+00
3.297522389655578e-05	8.238257e+00
3.297522389657026e-05	8.238257e+00
3.297522389659920e-05	8.238257e+00
3.297522389660644e-05	8.238257e+00
3.297522389662091e-05	8.238257e+00
3.297522389664985e-05	8.238257e+00
3.297522389670774e-05	8.238257e+00
3.297522389682352e-05	8.238257e+00
3.297522389685246e-05	8.238257e+00
3.297522389685970e-05	8.238257e+00
3.297522389687417e-05	8.238257e+00
3.297522389690312e-05	8.238257e+00
3.297522389696100e-05	8.238257e+00
3.297522389707678e-05	8.238257e+00
3.297522389708040e-05	8.238257e+00
3.297522389708141e-05	8.238257e+00
3.297522389708340e-05	8.238257e+00
3.297522389708740e-05	8.238257e+00
3.297522389708841e-05	8.238257e+00
3.297522389709040e-05	8.238257e+00
3.297522389709440e-05	8.238257e+00
3.297522389710241e-05	8.238257e+00
3.297522389711840e-05	8.238257e+00
3.297522389715040e-05	8.238257e+00
3.297522389721440e-05	8.238257e+00
3.297522389723040e-05	8.238257e+00
3.297522389723440e-05	8.238257e+00
3.297534889723440e-05	8.238200e+00
3.297547389723440e-05	8.238142e+00
3.297559889723441e-05	8.238084e+00
3.297572389723441e-05	8.238026e+00
3.297584889723441e-05	8.237967e+00
3.297598182263295e-05	8.237906e+00
3.297612854352615e-05	8.237838e+00
3.297625590869372e-05	8.237778e+00
3.297639118374911e-05	8.237715e+00
3.297653360810106e-05	8.237649e+00
3.297681850919586e-05	8.237516e+00
3.297816726975399e-05	8.236889e+00
3.297951603031213e-05	8.236262e+00
3.298086479087025e-05	8.235635e+00
3.298221355142838e-05	8.235007e+00
3.298356231198651e-05	8.234380e+00
3.298491107254464e-05	8.233752e+00
3.298625983310277e-05	8.233124e+00
3.299276707754283e-05	8.230093e+00
3.299724423191785e-05	8.228007e+00
3.300072049495412e-05	8.226386e+00
3.300529784460481e-05	8.224251e+00
3.300737805254737e-05	8.223280e+00
3.300972457259004e-05	8.222185e+00
3.301441761267536e-05	8.219993e+00
3.301442054582579e-05	8.219992e+00
3.301442641212664e-05	8.219989e+00
3.301442697039350e-05	8.219989e+00
3.301442741943044e-05	8.219989e+00
3.301442781226281e-05	8.219988e+00
3.301442830278399e-05	8.219988e+00
3.301442876686243e-05	8.219988e+00
3.301442925986726e-05	8.219988e+00
3.301442971491390e-05	8.219987e+00
3.301443019473822e-05	8.219987e+00
3.301443065510052e-05	8.219987e+00
3.301443113423778e-05	8.219987e+00
3.301443119220954e-05	8.219987e+00
3.301443130815306e-05	8.219987e+00
3.301443154004011e-05	8.219987e+00
3.301443171395540e-05	8.219987e+00
3.301443194584244e-05	8.219986e+00
3.301443240961654e-05	8.219986e+00
3.301443247777396e-05	8.219986e+00
3.301443261408878e-05	8.219986e+00
3.301443288671844e-05	8.219986e+00
3.301443343197775e-05	8.219986e+00
3.301443351048637e-05	8.219986e+00
3.301443373031050e-05	8.219986e+00
3.301443398153808e-05	8.219985e+00
3.301443448399324e-05	8.219985e+00
3.301443454945599e-05	8.219985e+00
3.301443468038148e-05	8.219985e+00
3.301443468089290e-05	8.219985e+00
3.301443468191576e-05	8.219985e+00
3.301443468396147e-05	8.219985e+00
3.301443468805289e-05	8.219985e+00
3.301443468818075e-05	8.219985e+00
3.301443468843646e-05	8.219985e+00
3.301443468894789e-05	8.219985e+00
3.301443468896387e-05	8.219985e+00
3.301443468896787e-05	8.219985e+00
3.301443468896887e-05	8.219985e+00
3.301443468897087e-05	8.219985e+00
3.301443468897487e-05	8.219985e+00
3.301443468898287e-05	8.219985e+00
3.301443468899887e-05	8.219985e+00
3.301443468903087e-05	8.219985e+00
3.301443468909487e-05	8.219985e+00
3.301443468909687e-05	8.219985e+00
3.301443468909787e-05	8.219985e+00
3.301443468909987e-05	8.219985e+00
3.301443468910088e-05	8.219985e+00
3.301443468910287e-05	8.219985e+00
3.301543468910288e-05	8.219518e+00
3.301643468910288e-05	8.219050e+00
3.301743468910288e-05	8.218583e+00
3.301843468910288e-05	8.218116e+00
3.301943468910289e-05	8.217649e+00
3.302043468910289e-05	8.217181e+00
3.302143468910289e-05	8.216713e+00
3.302243468910289e-05	8.216246e+00
3.302343468910289e-05	8.215778e+00
3.302443468910290e-05	8.215310e+00
3.302543468910290e-05	8.214843e+00
3.302643468910290e-05	8.214375e+00
3.302653166820429e-05	8.214329e+00
3.302672562640707e-05	8.214238e+00
3.302711354281263e-05	8.214057e+00
3.302788937562375e-05	8.213694e+00
3.302930310203965e-05	8.213032e+00
3.303074387205891e-05	8.212358e+00
3.303294631157910e-05	8.211327e+00
3.303592847752744e-05	8.209930e+00
3.304005278050084e-05	8.207997e+00
3.304727860389727e-05	8.204609e+00
3.305438594155293e-05	8.201273e+00
3.306212828347116e-05	8.197637e+00
3.306913263292156e-05	8.194344e+00
3.307649038446062e-05	8.190881e+00
3.308146834648842e-05	8.188538e+00
3.308381137598358e-05	8.187433e+00
3.308608254788856e-05	8.186363e+00
3.308789974589789e-05	8.185506e+00
3.308985487484791e-05	8.184585e+00
3.309376513274796e-05	8.182740e+00
3.309727614478417e-05	8.181083e+00
3.310046939815022e-05	8.179576e+00
3.310382921646535e-05	8.177989e+00
3.310703010393944e-05	8.176476e+00
3.310963381255411e-05	8.175245e+00
3.311260304814197e-05	8.173841e+00
3.311565004138267e-05	8.172400e+00
3.311981277514215e-05	8.170430e+00
3.312402634005469e-05	8.168435e+00
3.313144215599377e-05	8.164921e+00
3.314359118735581e-05	8.159158e+00
3.314892294206696e-05	8.156627e+00
3.315184661346071e-05	8.155238e+00
3.315469011124391e-05	8.153886e+00
3.315692451416669e-05	8.152823e+00
3.315935497011587e-05	8.151668e+00
3.316421588201424e-05	8.149354e+00
3.317393770581096e-05	8.144723e+00
