time	V(out)
0.000000000000000e+00	-3.113494e-03
9.999999960041972e-12	-3.113494e-03
1.999999992008394e-11	-3.113494e-03
9.763072653830029e-11	-3.113494e-03
1.752614531565166e-10	-3.113494e-03
2.528921797747330e-10	-3.113494e-03
3.305229063929493e-10	-3.113494e-03
4.081536330111656e-10	-3.113494e-03
4.857843596293821e-10	-3.113494e-03
5.634150862475982e-10	-3.113494e-03
7.547194703021849e-10	-3.113494e-03
1.000000000000000e-09	-3.113494e-03
1.008800000000000e-09	-3.113494e-03
1.026400000000000e-09	-3.113494e-03
1.132000000000000e-09	-3.113494e-03
1.272800000000000e-09	-3.113494e-03
1.554400000000000e-09	-3.113494e-03
2.011530437310530e-09	-3.113493e-03
2.495055193800068e-09	-3.113493e-03
3.150355026819888e-09	-3.113493e-03
3.966030872320492e-09	-3.113492e-03
5.290203514490212e-09	-3.113488e-03
7.343701841263707e-09	-3.113473e-03
9.742746292078424e-09	-3.113431e-03
1.271284293072966e-08	-3.113324e-03
1.560412899709731e-08	-3.113083e-03
2.138670112983261e-08	-3.111945e-03
2.888405006576945e-08	-3.108797e-03
3.559545428040777e-08	-3.103099e-03
4.305538405225714e-08	-3.091718e-03
4.989664097073923e-08	-3.072008e-03
6.357915480770340e-08	-2.997353e-03
8.238334593116907e-08	-2.821557e-03
1.005158215985377e-07	-2.549276e-03
1.260954631867109e-07	-1.942778e-03
1.772547463630574e-07	3.416653e-05
2.795733127157504e-07	6.017575e-03
3.666219229335229e-07	1.302072e-02
4.273951293039599e-07	1.923546e-02
4.871288184426784e-07	2.630359e-02
5.192415228203069e-07	3.049593e-02
5.593321549754741e-07	3.605947e-02
5.603321549754741e-07	3.620280e-02
5.623321549754740e-07	3.649516e-02
5.663321549754739e-07	3.708345e-02
5.743321549754736e-07	3.827304e-02
5.875693418353246e-07	4.026465e-02
6.183611111111109e-07	4.506109e-02
6.183743111111109e-07	4.506319e-02
6.184007111111108e-07	4.506740e-02
6.193611111111109e-07	4.522070e-02
6.193618397511255e-07	4.522081e-02
6.193632970311547e-07	4.522105e-02
6.199604661585588e-07	4.531648e-02
6.205576352859630e-07	4.541199e-02
6.211548044133670e-07	4.550760e-02
6.217519735407711e-07	4.560329e-02
6.223491426681752e-07	4.569907e-02
6.229463117955794e-07	4.579493e-02
6.235434809229834e-07	4.589089e-02
6.251159145166448e-07	4.614404e-02
6.279809244767433e-07	4.660712e-02
