time	V(vo)
0.000000000000000e+000	5.052801e+000
9.999999439624929e-011	5.052801e+000
1.039340867451951e-010	5.052801e+000
1.118022714430866e-010	5.052801e+000
1.275386408388697e-010	5.052801e+000
1.553638420351623e-010	5.052801e+000
2.001683989611785e-010	5.052801e+000
2.449414589850984e-010	5.052801e+000
3.344875790329382e-010	5.052801e+000
5.135798191286178e-010	5.052801e+000
8.717642993199770e-010	5.052801e+000
1.499327738721100e-009	5.052801e+000
2.596399748685066e-009	5.052801e+000
4.790543768613000e-009	5.052801e+000
9.178831808468869e-009	5.052802e+000
1.795540788818060e-008	5.052807e+000
2.971391243857701e-008	5.052822e+000
4.248173218835958e-008	5.052852e+000
5.749567587517849e-008	5.052917e+000
7.999179055658635e-008	5.053074e+000
1.021249065998476e-007	5.053300e+000
1.271338895602449e-007	5.053640e+000
1.518737504655424e-007	5.054051e+000
1.828479587840400e-007	5.054647e+000
2.225062919466566e-007	5.055489e+000
2.515730740260943e-007	5.056155e+000
2.779426699545756e-007	5.056801e+000
3.091498202059695e-007	5.057617e+000
3.427705836553342e-007	5.058550e+000
3.723857065724916e-007	5.059416e+000
4.034224719802736e-007	5.060365e+000
4.400493825449809e-007	5.061522e+000
4.884272988738406e-007	5.063093e+000
5.313324933634344e-007	5.064515e+000
5.788618587345054e-007	5.066113e+000
6.260884575564195e-007	5.067712e+000
6.738068264324271e-007	5.069324e+000
7.266754262071293e-007	5.071086e+000
8.066864690006221e-007	5.073673e+000
9.126014601980909e-007	5.076924e+000
1.013592716759202e-006	5.079785e+000
1.125247221539814e-006	5.082598e+000
1.259146978691967e-006	5.085464e+000
1.415421014081599e-006	5.088117e+000
1.594502130154744e-006	5.090297e+000
1.789531697735130e-006	5.091734e+000
2.024603169907174e-006	5.092449e+000
2.367058392389349e-006	5.092513e+000
2.564412000369236e-006	5.092328e+000
2.766770912974004e-006	5.092188e+000
2.973715832306998e-006	5.092320e+000
3.228400500011220e-006	5.092923e+000
3.457644183832134e-006	5.093882e+000
3.741223174976765e-006	5.095506e+000
4.061559705476786e-006	5.097618e+000
4.349562431434750e-006	5.099559e+000
4.627510620726780e-006	5.101300e+000
4.953385835783391e-006	5.103063e+000
5.310085872414671e-006	5.104656e+000
5.726259850323886e-006	5.106184e+000
6.310758548814724e-006	5.108079e+000
6.766503579255104e-006	5.109524e+000
7.305610847418809e-006	5.111257e+000
7.886473151795049e-006	5.113074e+000
8.700838303863136e-006	5.115379e+000
9.667121352436337e-006	5.117742e+000
1.056143794999714e-005	5.119628e+000
1.177533445315934e-005	5.121861e+000
1.315172941599601e-005	5.123991e+000
1.514579426860969e-005	5.126438e+000
1.729910714008330e-005	5.128374e+000
2.160573288303050e-005	5.130922e+000
2.623642655269831e-005	5.132512e+000
3.276310083209053e-005	5.133532e+000
4.276310083209052e-005	5.134121e+000
5.276310083209052e-005	5.134289e+000
6.276310083209053e-005	5.134319e+000
7.276310083209053e-005	5.134324e+000
8.276310083209053e-005	5.134325e+000
9.276310083209053e-005	5.134325e+000
1.027631008320905e-004	5.134325e+000
1.127631008320905e-004	5.134325e+000
1.227631008320905e-004	5.134325e+000
1.327631008320905e-004	5.134325e+000
1.427631008320905e-004	5.134325e+000
1.527631008320905e-004	5.134325e+000
1.627631008320905e-004	5.134325e+000
1.827631008320905e-004	5.134325e+000
1.927631008320905e-004	5.134325e+000
2.027631008320905e-004	5.134325e+000
2.127631008320905e-004	5.134325e+000
2.227631008320905e-004	5.134325e+000
2.327631008320905e-004	5.134325e+000
2.427631008320905e-004	5.134325e+000
2.527631008320905e-004	5.134325e+000
2.627631008320906e-004	5.134325e+000
2.727631008320906e-004	5.134325e+000
2.827631008320906e-004	5.134325e+000
2.927631008320906e-004	5.134325e+000
3.027631008320907e-004	5.134325e+000
3.127631008320907e-004	5.134325e+000
3.227631008320907e-004	5.134325e+000
3.327631008320908e-004	5.134325e+000
3.427631008320908e-004	5.134325e+000
3.527631008320908e-004	5.134325e+000
3.627631008320908e-004	5.134325e+000
3.727631008320909e-004	5.134325e+000
3.827631008320909e-004	5.134325e+000
3.927631008320909e-004	5.134325e+000
4.027631008320909e-004	5.134325e+000
4.127631008320910e-004	5.134325e+000
4.227631008320910e-004	5.134325e+000
4.327631008320910e-004	5.134325e+000
4.427631008320910e-004	5.134325e+000
4.527631008320911e-004	5.134325e+000
4.627631008320911e-004	5.134325e+000
4.727631008320911e-004	5.134325e+000
4.827631008320911e-004	5.134325e+000
4.927631008320912e-004	5.134325e+000
5.127631008320912e-004	5.134325e+000
5.227631008320913e-004	5.134325e+000
5.327631008320913e-004	5.134325e+000
5.427631008320913e-004	5.134325e+000
5.527631008320913e-004	5.134325e+000
5.627631008320914e-004	5.134325e+000
5.727631008320914e-004	5.134325e+000
5.827631008320914e-004	5.134325e+000
5.927631008320914e-004	5.134325e+000
6.027631008320915e-004	5.134325e+000
6.127631008320915e-004	5.134325e+000
6.227631008320915e-004	5.134325e+000
6.327631008320915e-004	5.134325e+000
6.427631008320916e-004	5.134325e+000
6.527631008320916e-004	5.134325e+000
6.599059579749487e-004	5.134325e+000
6.670488151178059e-004	5.134325e+000
6.741916722606631e-004	5.134325e+000
6.813345294035203e-004	5.134325e+000
6.884773865463774e-004	5.134325e+000
6.956202436892346e-004	5.134325e+000
7.027631008320917e-004	5.134325e+000
7.127631008320918e-004	5.134325e+000
7.227631008320918e-004	5.134325e+000
7.327631008320918e-004	5.134325e+000
7.427631008320918e-004	5.134325e+000
7.527631008320919e-004	5.134325e+000
7.627631008320919e-004	5.134325e+000
7.727631008320919e-004	5.134325e+000
7.827631008320919e-004	5.134325e+000
7.927631008320920e-004	5.134325e+000
9.900000000010001e-004	5.134325e+000
1.000000000001000e-003	5.125537e+000
1.002901242546712e-003	5.109172e+000
1.004071348495843e-003	5.096488e+000
1.004557888095288e-003	5.091827e+000
1.004750343562936e-003	5.090831e+000
1.004842023218138e-003	5.090581e+000
1.004974747426680e-003	5.090333e+000
1.005048317736422e-003	5.090224e+000
1.005142393608479e-003	5.090108e+000
1.005238404682110e-003	5.089996e+000
1.005345303449476e-003	5.089861e+000
1.005502947268204e-003	5.089617e+000
1.005685617698877e-003	5.089244e+000
1.005881579905577e-003	5.088696e+000
1.006169616684263e-003	5.087636e+000
1.006513619421622e-003	5.086091e+000
1.006949422938682e-003	5.083939e+000
1.007322800068710e-003	5.082122e+000
1.007681754378818e-003	5.080562e+000
1.008181177902092e-003	5.078721e+000
1.008640687403778e-003	5.077285e+000
1.009393792917524e-003	5.075178e+000
1.010021333879770e-003	5.073486e+000
1.010819762898058e-003	5.071424e+000
1.011663176123488e-003	5.069448e+000
1.012629705777769e-003	5.067492e+000
1.013774695489267e-003	5.065509e+000
1.015329761238924e-003	5.063217e+000
1.017057368969217e-003	5.061174e+000
1.019872744933867e-003	5.058676e+000
1.022778765573562e-003	5.056910e+000
1.028271609699409e-003	5.055036e+000
1.038271609699409e-003	5.053477e+000
1.048271609699409e-003	5.052947e+000
1.058271609699409e-003	5.052835e+000
1.068271609699409e-003	5.052811e+000
1.078271609699409e-003	5.052806e+000
1.088271609699409e-003	5.052805e+000
1.098271609699409e-003	5.052805e+000
1.108271609699409e-003	5.052805e+000
1.118271609699409e-003	5.052805e+000
1.128271609699409e-003	5.052804e+000
1.138271609699409e-003	5.052805e+000
1.148271609699409e-003	5.052805e+000
1.158271609699409e-003	5.052805e+000
1.168271609699409e-003	5.052805e+000
1.178271609699409e-003	5.052805e+000
1.188271609699409e-003	5.052805e+000
1.198271609699409e-003	5.052805e+000
1.208271609699409e-003	5.052805e+000
1.218271609699409e-003	5.052805e+000
1.228271609699409e-003	5.052805e+000
1.238271609699409e-003	5.052805e+000
1.248271609699409e-003	5.052805e+000
1.258271609699409e-003	5.052805e+000
1.268271609699409e-003	5.052805e+000
1.278271609699409e-003	5.052805e+000
1.288271609699409e-003	5.052805e+000
1.298271609699409e-003	5.052805e+000
1.308271609699409e-003	5.052805e+000
1.318271609699409e-003	5.052804e+000
1.328271609699409e-003	5.052804e+000
1.338271609699409e-003	5.052805e+000
1.348271609699409e-003	5.052805e+000
1.358271609699409e-003	5.052804e+000
1.368271609699409e-003	5.052804e+000
1.378271609699409e-003	5.052805e+000
1.388271609699409e-003	5.052805e+000
1.398271609699409e-003	5.052805e+000
1.408271609699410e-003	5.052805e+000
1.418271609699410e-003	5.052805e+000
1.428271609699410e-003	5.052805e+000
1.438271609699410e-003	5.052805e+000
1.448271609699410e-003	5.052805e+000
1.458271609699410e-003	5.052805e+000
1.468271609699410e-003	5.052805e+000
1.478271609699410e-003	5.052805e+000
1.488271609699410e-003	5.052805e+000
1.498271609699410e-003	5.052805e+000
1.508271609699410e-003	5.052805e+000
1.518271609699410e-003	5.052805e+000
1.528271609699410e-003	5.052805e+000
1.538271609699410e-003	5.052805e+000
1.548271609699410e-003	5.052804e+000
1.558271609699410e-003	5.052804e+000
1.568271609699410e-003	5.052805e+000
1.578271609699410e-003	5.052805e+000
1.588271609699410e-003	5.052805e+000
1.608271609699410e-003	5.052805e+000
1.618271609699410e-003	5.052805e+000
1.628271609699410e-003	5.052805e+000
1.638271609699410e-003	5.052804e+000
1.648271609699410e-003	5.052804e+000
1.658271609699410e-003	5.052804e+000
1.668271609699410e-003	5.052804e+000
1.678271609699410e-003	5.052805e+000
1.688271609699410e-003	5.052805e+000
1.698271609699410e-003	5.052805e+000
1.708271609699410e-003	5.052805e+000
1.718271609699410e-003	5.052805e+000
1.728271609699410e-003	5.052805e+000
1.738271609699410e-003	5.052805e+000
1.748271609699410e-003	5.052805e+000
1.758271609699410e-003	5.052805e+000
1.768271609699410e-003	5.052805e+000
1.778271609699410e-003	5.052805e+000
1.788271609699410e-003	5.052805e+000
1.798271609699411e-003	5.052805e+000
