time	V(vo)
0.000000000000000e+000	3.247030e+000
9.999999439624929e-011	3.247030e+000
1.039227064243883e-010	3.247030e+000
1.117681304806662e-010	3.247030e+000
1.274589785932221e-010	3.247030e+000
1.549688030868336e-010	3.247030e+000
1.997436875564941e-010	3.247030e+000
2.439977652110644e-010	3.247030e+000
3.325059205202049e-010	3.247030e+000
5.095222311384860e-010	3.247030e+000
8.635548523750483e-010	3.247030e+000
1.481715528653227e-009	3.247030e+000
2.354526947929710e-009	3.247031e+000
3.743878989499940e-009	3.247032e+000
5.429522727052239e-009	3.247033e+000
8.497053315011567e-009	3.247039e+000
1.463211449093022e-008	3.247058e+000
2.032139494903391e-008	3.247087e+000
2.971971219931618e-008	3.247158e+000
4.107880529804854e-008	3.247271e+000
5.406549647219892e-008	3.247428e+000
6.767880806538898e-008	3.247616e+000
8.352955459740366e-008	3.247856e+000
1.023828375324999e-007	3.248171e+000
1.249301959024296e-007	3.248592e+000
1.529988758179561e-007	3.249182e+000
1.801839785351308e-007	3.249822e+000
2.204910757096345e-007	3.250870e+000
2.641589164216069e-007	3.252103e+000
3.056140053693172e-007	3.253357e+000
3.530368874575050e-007	3.254866e+000
4.129032512106616e-007	3.256835e+000
4.845907694596607e-007	3.259221e+000
5.529309324303402e-007	3.261475e+000
6.180342462038361e-007	3.263553e+000
6.916201549953744e-007	3.265775e+000
7.701379040894065e-007	3.267968e+000
8.476293492994512e-007	3.269900e+000
9.523783695796147e-007	3.272122e+000
1.076636740995391e-006	3.274220e+000
1.207795025040487e-006	3.275806e+000
1.354346314715460e-006	3.276876e+000
1.520893668018597e-006	3.277367e+000
1.731004886724168e-006	3.277281e+000
1.954687725048933e-006	3.276777e+000
2.174056572588541e-006	3.276224e+000
2.363568693145356e-006	3.275924e+000
2.551118980258959e-006	3.275915e+000
2.751903592512374e-006	3.276230e+000
2.972792062121783e-006	3.276889e+000
3.246656847789221e-006	3.277961e+000
3.546219763993343e-006	3.279222e+000
3.821076378179803e-006	3.280301e+000
4.139543523001995e-006	3.281358e+000
4.457243616357352e-006	3.282210e+000
4.866159534469242e-006	3.283123e+000
5.320142458619626e-006	3.284059e+000
5.834862311834202e-006	3.285120e+000
6.394830785236155e-006	3.286268e+000
7.119250819631047e-006	3.287655e+000
7.924339190666149e-006	3.289020e+000
8.907403453545176e-006	3.290459e+000
1.064885776004045e-005	3.292638e+000
1.221969551773059e-005	3.294219e+000
1.502666155155476e-005	3.296324e+000
1.819921662782941e-005	3.297949e+000
2.368586554973972e-005	3.299615e+000
2.932504739930329e-005	3.300487e+000
3.932504739930329e-005	3.301084e+000
4.932504739930329e-005	3.301283e+000
5.932504739930329e-005	3.301325e+000
6.932504739930329e-005	3.301334e+000
7.932504739930329e-005	3.301336e+000
8.932504739930329e-005	3.301336e+000
9.932504739930329e-005	3.301336e+000
1.093250473993033e-004	3.301336e+000
1.193250473993033e-004	3.301336e+000
1.293250473993033e-004	3.301336e+000
1.393250473993033e-004	3.301336e+000
1.593250473993033e-004	3.301336e+000
1.693250473993033e-004	3.301336e+000
1.793250473993033e-004	3.301336e+000
1.893250473993033e-004	3.301336e+000
1.993250473993033e-004	3.301336e+000
2.093250473993033e-004	3.301336e+000
2.193250473993033e-004	3.301336e+000
2.293250473993033e-004	3.301336e+000
2.393250473993033e-004	3.301336e+000
2.493250473993033e-004	3.301336e+000
2.593250473993033e-004	3.301336e+000
2.693250473993033e-004	3.301336e+000
2.793250473993034e-004	3.301336e+000
2.893250473993034e-004	3.301336e+000
2.993250473993034e-004	3.301336e+000
3.093250473993035e-004	3.301336e+000
3.193250473993035e-004	3.301336e+000
3.293250473993035e-004	3.301336e+000
3.393250473993035e-004	3.301336e+000
3.493250473993036e-004	3.301336e+000
3.693250473993036e-004	3.301336e+000
3.793250473993036e-004	3.301336e+000
3.893250473993037e-004	3.301336e+000
3.993250473993037e-004	3.301336e+000
4.093250473993037e-004	3.301336e+000
4.193250473993037e-004	3.301336e+000
4.293250473993038e-004	3.301336e+000
4.393250473993038e-004	3.301336e+000
4.493250473993038e-004	3.301336e+000
4.593250473993038e-004	3.301336e+000
4.693250473993039e-004	3.301336e+000
4.793250473993039e-004	3.301336e+000
4.893250473993039e-004	3.301336e+000
4.993250473993039e-004	3.301336e+000
5.093250473993039e-004	3.301336e+000
5.193250473993039e-004	3.301336e+000
5.293250473993040e-004	3.301336e+000
5.393250473993040e-004	3.301336e+000
5.493250473993040e-004	3.301336e+000
5.693250473993041e-004	3.301336e+000
5.993250473993042e-004	3.301336e+000
6.093250473993042e-004	3.301336e+000
6.193250473993042e-004	3.301336e+000
6.293250473993042e-004	3.301336e+000
6.393250473993043e-004	3.301336e+000
6.493250473993043e-004	3.301336e+000
6.593250473993043e-004	3.301336e+000
6.693250473993043e-004	3.301336e+000
6.793250473993044e-004	3.301336e+000
6.893250473993044e-004	3.301336e+000
6.993250473993044e-004	3.301336e+000
7.093250473993044e-004	3.301336e+000
7.193250473993045e-004	3.301336e+000
7.293250473993045e-004	3.301336e+000
