vreg1	V(vo)	I(Rl)
1.429999999999978e+001	3.313509e+000	3.313510e-001
1.431999999999978e+001	3.313561e+000	3.313561e-001
1.433999999999978e+001	3.313612e+000	3.313612e-001
1.435999999999978e+001	3.313664e+000	3.313664e-001
1.437999999999978e+001	3.313715e+000	3.313715e-001
1.439999999999978e+001	3.313767e+000	3.313767e-001
1.441999999999978e+001	3.313818e+000	3.313818e-001
1.443999999999978e+001	3.313870e+000	3.313870e-001
1.445999999999978e+001	3.313921e+000	3.313921e-001
1.447999999999978e+001	3.313973e+000	3.313973e-001
1.449999999999978e+001	3.314024e+000	3.314024e-001
1.451999999999978e+001	3.314076e+000	3.314076e-001
1.453999999999978e+001	3.314127e+000	3.314127e-001
1.455999999999978e+001	3.314179e+000	3.314179e-001
1.457999999999977e+001	3.314230e+000	3.314230e-001
1.459999999999977e+001	3.314281e+000	3.314281e-001
1.461999999999977e+001	3.314333e+000	3.314333e-001
1.463999999999977e+001	3.314384e+000	3.314385e-001
1.465999999999977e+001	3.314436e+000	3.314436e-001
1.467999999999977e+001	3.314487e+000	3.314487e-001
1.469999999999977e+001	3.314539e+000	3.314539e-001
1.471999999999977e+001	3.314590e+000	3.314590e-001
1.473999999999977e+001	3.314641e+000	3.314641e-001
1.475999999999977e+001	3.314693e+000	3.314693e-001
1.477999999999977e+001	3.314744e+000	3.314744e-001
1.479999999999977e+001	3.314795e+000	3.314795e-001
1.481999999999977e+001	3.314847e+000	3.314847e-001
1.483999999999977e+001	3.314898e+000	3.314898e-001
1.485999999999977e+001	3.314950e+000	3.314950e-001
1.487999999999977e+001	3.315001e+000	3.315001e-001
1.489999999999977e+001	3.315052e+000	3.315052e-001
1.491999999999977e+001	3.315104e+000	3.315104e-001
1.493999999999977e+001	3.315155e+000	3.315155e-001
1.495999999999977e+001	3.315206e+000	3.315206e-001
1.497999999999977e+001	3.315258e+000	3.315258e-001
1.499999999999977e+001	3.315309e+000	3.315309e-001
1.501999999999977e+001	3.315360e+000	3.315360e-001
1.503999999999977e+001	3.315412e+000	3.315412e-001
1.505999999999976e+001	3.315463e+000	3.315463e-001
1.507999999999976e+001	3.315514e+000	3.315514e-001
1.509999999999976e+001	3.315565e+000	3.315565e-001
1.511999999999976e+001	3.315617e+000	3.315617e-001
1.513999999999976e+001	3.315668e+000	3.315668e-001
1.515999999999976e+001	3.315719e+000	3.315719e-001
1.517999999999976e+001	3.315770e+000	3.315770e-001
1.519999999999976e+001	3.315822e+000	3.315822e-001
1.521999999999976e+001	3.315873e+000	3.315873e-001
1.523999999999976e+001	3.315924e+000	3.315924e-001
1.525999999999976e+001	3.315975e+000	3.315975e-001
1.527999999999976e+001	3.316027e+000	3.316027e-001
1.529999999999976e+001	3.316078e+000	3.316078e-001
1.531999999999976e+001	3.316129e+000	3.316129e-001
1.533999999999976e+001	3.316180e+000	3.316180e-001
1.535999999999976e+001	3.316231e+000	3.316231e-001
1.537999999999976e+001	3.316283e+000	3.316283e-001
1.539999999999976e+001	3.316334e+000	3.316334e-001
1.541999999999976e+001	3.316385e+000	3.316385e-001
1.543999999999976e+001	3.316436e+000	3.316436e-001
1.545999999999976e+001	3.316488e+000	3.316487e-001
1.547999999999976e+001	3.316539e+000	3.316539e-001
1.549999999999976e+001	3.316590e+000	3.316590e-001
1.551999999999975e+001	3.316641e+000	3.316641e-001
1.553999999999975e+001	3.316692e+000	3.316692e-001
1.555999999999975e+001	3.316743e+000	3.316743e-001
1.557999999999975e+001	3.316794e+000	3.316794e-001
1.559999999999975e+001	3.316846e+000	3.316846e-001
1.561999999999975e+001	3.316897e+000	3.316897e-001
1.563999999999975e+001	3.316948e+000	3.316948e-001
1.565999999999975e+001	3.316999e+000	3.316999e-001
1.567999999999975e+001	3.317050e+000	3.317050e-001
1.569999999999975e+001	3.317101e+000	3.317101e-001
1.571999999999975e+001	3.317152e+000	3.317152e-001
1.573999999999975e+001	3.317203e+000	3.317204e-001
1.575999999999975e+001	3.317255e+000	3.317254e-001
1.577999999999975e+001	3.317306e+000	3.317305e-001
1.579999999999975e+001	3.317357e+000	3.317357e-001
1.581999999999975e+001	3.317408e+000	3.317408e-001
1.583999999999975e+001	3.317459e+000	3.317459e-001
1.585999999999975e+001	3.317510e+000	3.317510e-001
1.587999999999975e+001	3.317561e+000	3.317561e-001
1.589999999999975e+001	3.317612e+000	3.317612e-001
1.591999999999975e+001	3.317663e+000	3.317663e-001
1.593999999999975e+001	3.317714e+000	3.317714e-001
1.595999999999975e+001	3.317765e+000	3.317765e-001
1.597999999999975e+001	3.317816e+000	3.317816e-001
1.599999999999974e+001	3.317867e+000	3.317867e-001
1.601999999999974e+001	3.317918e+000	3.317918e-001
1.603999999999974e+001	3.317969e+000	3.317969e-001
1.605999999999974e+001	3.318020e+000	3.318020e-001
1.607999999999974e+001	3.318071e+000	3.318071e-001
1.609999999999974e+001	3.318122e+000	3.318122e-001
1.611999999999974e+001	3.318173e+000	3.318173e-001
1.613999999999974e+001	3.318224e+000	3.318224e-001
1.615999999999974e+001	3.318275e+000	3.318275e-001
1.617999999999974e+001	3.318326e+000	3.318326e-001
1.619999999999974e+001	3.318377e+000	3.318377e-001
1.621999999999974e+001	3.318428e+000	3.318428e-001
1.623999999999974e+001	3.318479e+000	3.318479e-001
1.625999999999974e+001	3.318530e+000	3.318530e-001
1.627999999999974e+001	3.318581e+000	3.318581e-001
1.629999999999974e+001	3.318632e+000	3.318632e-001
1.631999999999974e+001	3.318683e+000	3.318683e-001
1.633999999999974e+001	3.318734e+000	3.318734e-001
1.635999999999974e+001	3.318785e+000	3.318785e-001
1.637999999999974e+001	3.318836e+000	3.318836e-001
1.639999999999974e+001	3.318887e+000	3.318887e-001
1.641999999999974e+001	3.318938e+000	3.318938e-001
1.643999999999974e+001	3.318989e+000	3.318989e-001
1.645999999999973e+001	3.319040e+000	3.319040e-001
1.647999999999973e+001	3.319091e+000	3.319091e-001
1.649999999999973e+001	3.319141e+000	3.319141e-001
1.651999999999973e+001	3.319192e+000	3.319192e-001
1.653999999999973e+001	3.319243e+000	3.319243e-001
1.655999999999973e+001	3.319294e+000	3.319294e-001
1.657999999999973e+001	3.319345e+000	3.319345e-001
1.659999999999973e+001	3.319396e+000	3.319396e-001
1.661999999999973e+001	3.319447e+000	3.319447e-001
1.663999999999973e+001	3.319498e+000	3.319498e-001
1.665999999999973e+001	3.319548e+000	3.319548e-001
1.667999999999973e+001	3.319599e+000	3.319599e-001
1.669999999999973e+001	3.319650e+000	3.319650e-001
1.671999999999973e+001	3.319701e+000	3.319701e-001
1.673999999999973e+001	3.319752e+000	3.319752e-001
1.675999999999973e+001	3.319803e+000	3.319803e-001
1.677999999999973e+001	3.319854e+000	3.319854e-001
1.679999999999973e+001	3.319904e+000	3.319905e-001
1.681999999999973e+001	3.319955e+000	3.319955e-001
1.683999999999973e+001	3.320006e+000	3.320006e-001
1.685999999999973e+001	3.320057e+000	3.320057e-001
1.687999999999973e+001	3.320108e+000	3.320108e-001
1.689999999999973e+001	3.320158e+000	3.320158e-001
1.691999999999973e+001	3.320209e+000	3.320209e-001
1.693999999999972e+001	3.320260e+000	3.320260e-001
1.695999999999972e+001	3.320311e+000	3.320311e-001
1.697999999999972e+001	3.320362e+000	3.320362e-001
1.699999999999972e+001	3.320412e+000	3.320412e-001
1.701999999999972e+001	3.320463e+000	3.320463e-001
1.703999999999972e+001	3.320514e+000	3.320514e-001
1.705999999999972e+001	3.320565e+000	3.320565e-001
1.707999999999972e+001	3.320616e+000	3.320616e-001
1.709999999999972e+001	3.320666e+000	3.320666e-001
1.711999999999972e+001	3.320717e+000	3.320717e-001
1.713999999999972e+001	3.320768e+000	3.320768e-001
1.715999999999972e+001	3.320819e+000	3.320819e-001
1.717999999999972e+001	3.320869e+000	3.320869e-001
1.719999999999972e+001	3.320920e+000	3.320920e-001
1.721999999999972e+001	3.320971e+000	3.320971e-001
1.723999999999972e+001	3.321022e+000	3.321021e-001
1.725999999999972e+001	3.321072e+000	3.321072e-001
1.727999999999972e+001	3.321123e+000	3.321123e-001
1.729999999999972e+001	3.321174e+000	3.321174e-001
1.731999999999972e+001	3.321224e+000	3.321224e-001
1.733999999999972e+001	3.321275e+000	3.321275e-001
1.735999999999972e+001	3.321326e+000	3.321326e-001
1.737999999999972e+001	3.321377e+000	3.321376e-001
1.739999999999971e+001	3.321427e+000	3.321427e-001
1.741999999999971e+001	3.321478e+000	3.321478e-001
1.743999999999971e+001	3.321529e+000	3.321529e-001
1.745999999999971e+001	3.321579e+000	3.321579e-001
1.747999999999971e+001	3.321630e+000	3.321630e-001
1.749999999999971e+001	3.321681e+000	3.321681e-001
1.751999999999971e+001	3.321731e+000	3.321731e-001
1.753999999999971e+001	3.321782e+000	3.321782e-001
1.755999999999971e+001	3.321833e+000	3.321833e-001
1.757999999999971e+001	3.321883e+000	3.321883e-001
1.759999999999971e+001	3.321934e+000	3.321934e-001
1.761999999999971e+001	3.321985e+000	3.321984e-001
1.763999999999971e+001	3.322035e+000	3.322035e-001
1.765999999999971e+001	3.322086e+000	3.322086e-001
1.767999999999971e+001	3.322136e+000	3.322136e-001
1.769999999999971e+001	3.322187e+000	3.322187e-001
1.771999999999971e+001	3.322238e+000	3.322238e-001
1.773999999999971e+001	3.322288e+000	3.322288e-001
1.775999999999971e+001	3.322339e+000	3.322339e-001
1.777999999999971e+001	3.322390e+000	3.322389e-001
1.779999999999971e+001	3.322440e+000	3.322440e-001
1.781999999999971e+001	3.322491e+000	3.322491e-001
1.783999999999971e+001	3.322541e+000	3.322541e-001
1.785999999999971e+001	3.322592e+000	3.322592e-001
1.787999999999970e+001	3.322643e+000	3.322642e-001
1.789999999999970e+001	3.322693e+000	3.322693e-001
1.791999999999970e+001	3.322744e+000	3.322744e-001
1.793999999999970e+001	3.322794e+000	3.322794e-001
1.795999999999970e+001	3.322845e+000	3.322845e-001
1.797999999999970e+001	3.322895e+000	3.322895e-001
1.799999999999970e+001	3.322946e+000	3.322946e-001
1.801999999999970e+001	3.322997e+000	3.322996e-001
1.803999999999970e+001	3.323047e+000	3.323047e-001
1.805999999999970e+001	3.323098e+000	3.323098e-001
1.807999999999970e+001	3.323148e+000	3.323148e-001
1.809999999999970e+001	3.323199e+000	3.323199e-001
1.811999999999970e+001	3.323249e+000	3.323249e-001
1.813999999999970e+001	3.323300e+000	3.323300e-001
1.815999999999970e+001	3.323350e+000	3.323350e-001
1.817999999999970e+001	3.323401e+000	3.323401e-001
1.819999999999970e+001	3.323451e+000	3.323451e-001
1.821999999999970e+001	3.323502e+000	3.323502e-001
1.823999999999970e+001	3.323552e+000	3.323552e-001
1.825999999999970e+001	3.323603e+000	3.323603e-001
1.827999999999970e+001	3.323653e+000	3.323653e-001
1.829999999999970e+001	3.323704e+000	3.323704e-001
1.831999999999970e+001	3.323754e+000	3.323754e-001
1.833999999999969e+001	3.323805e+000	3.323805e-001
1.835999999999969e+001	3.323855e+000	3.323855e-001
1.837999999999969e+001	3.323906e+000	3.323906e-001
1.839999999999969e+001	3.323956e+000	3.323956e-001
1.841999999999969e+001	3.324007e+000	3.324007e-001
1.843999999999969e+001	3.324057e+000	3.324057e-001
1.845999999999969e+001	3.324108e+000	3.324108e-001
1.847999999999969e+001	3.324158e+000	3.324158e-001
1.849999999999969e+001	3.324209e+000	3.324209e-001
1.851999999999969e+001	3.324259e+000	3.324259e-001
1.853999999999969e+001	3.324310e+000	3.324310e-001
1.855999999999969e+001	3.324360e+000	3.324360e-001
1.857999999999969e+001	3.324410e+000	3.324410e-001
1.859999999999969e+001	3.324461e+000	3.324461e-001
1.861999999999969e+001	3.324511e+000	3.324511e-001
1.863999999999969e+001	3.324562e+000	3.324562e-001
1.865999999999969e+001	3.324612e+000	3.324612e-001
1.867999999999969e+001	3.324663e+000	3.324662e-001
1.869999999999969e+001	3.324713e+000	3.324713e-001
1.871999999999969e+001	3.324763e+000	3.324763e-001
1.873999999999969e+001	3.324814e+000	3.324814e-001
1.875999999999969e+001	3.324864e+000	3.324864e-001
1.877999999999969e+001	3.324915e+000	3.324915e-001
1.879999999999969e+001	3.324965e+000	3.324965e-001
1.881999999999968e+001	3.325015e+000	3.325015e-001
1.883999999999968e+001	3.325066e+000	3.325066e-001
1.885999999999968e+001	3.325116e+000	3.325116e-001
1.887999999999968e+001	3.325166e+000	3.325167e-001
1.889999999999968e+001	3.325217e+000	3.325217e-001
1.891999999999968e+001	3.325267e+000	3.325267e-001
1.893999999999968e+001	3.325318e+000	3.325318e-001
1.895999999999968e+001	3.325368e+000	3.325368e-001
1.897999999999968e+001	3.325418e+000	3.325419e-001
1.899999999999968e+001	3.325469e+000	3.325469e-001
1.901999999999968e+001	3.325519e+000	3.325519e-001
1.903999999999968e+001	3.325569e+000	3.325569e-001
1.905999999999968e+001	3.325620e+000	3.325620e-001
1.907999999999968e+001	3.325670e+000	3.325670e-001
1.909999999999968e+001	3.325721e+000	3.325720e-001
1.911999999999968e+001	3.325771e+000	3.325771e-001
1.913999999999968e+001	3.325821e+000	3.325821e-001
1.915999999999968e+001	3.325871e+000	3.325872e-001
1.917999999999968e+001	3.325922e+000	3.325922e-001
1.919999999999968e+001	3.325972e+000	3.325972e-001
1.921999999999968e+001	3.326022e+000	3.326022e-001
1.923999999999968e+001	3.326073e+000	3.326073e-001
1.925999999999968e+001	3.326123e+000	3.326123e-001
1.927999999999967e+001	3.326173e+000	3.326173e-001
1.929999999999967e+001	3.326224e+000	3.326224e-001
1.931999999999967e+001	3.326274e+000	3.326274e-001
1.933999999999967e+001	3.326324e+000	3.326324e-001
1.935999999999967e+001	3.326375e+000	3.326375e-001
1.937999999999967e+001	3.326425e+000	3.326425e-001
1.939999999999967e+001	3.326475e+000	3.326475e-001
1.941999999999967e+001	3.326525e+000	3.326525e-001
1.943999999999967e+001	3.326576e+000	3.326576e-001
1.945999999999967e+001	3.326626e+000	3.326626e-001
1.947999999999967e+001	3.326676e+000	3.326676e-001
1.949999999999967e+001	3.326726e+000	3.326727e-001
1.951999999999967e+001	3.326777e+000	3.326777e-001
1.953999999999967e+001	3.326827e+000	3.326827e-001
1.955999999999967e+001	3.326877e+000	3.326877e-001
1.957999999999967e+001	3.326927e+000	3.326927e-001
1.959999999999967e+001	3.326978e+000	3.326978e-001
1.961999999999967e+001	3.327028e+000	3.327028e-001
1.963999999999967e+001	3.327078e+000	3.327078e-001
1.965999999999967e+001	3.327128e+000	3.327128e-001
1.967999999999967e+001	3.327179e+000	3.327179e-001
1.969999999999967e+001	3.327229e+000	3.327229e-001
1.971999999999967e+001	3.327279e+000	3.327279e-001
1.973999999999966e+001	3.327329e+000	3.327329e-001
1.975999999999966e+001	3.327379e+000	3.327380e-001
1.977999999999966e+001	3.327430e+000	3.327430e-001
1.979999999999966e+001	3.327480e+000	3.327480e-001
1.981999999999966e+001	3.327530e+000	3.327530e-001
1.983999999999966e+001	3.327580e+000	3.327580e-001
1.985999999999966e+001	3.327631e+000	3.327630e-001
1.987999999999966e+001	3.327681e+000	3.327681e-001
1.989999999999966e+001	3.327731e+000	3.327731e-001
1.991999999999966e+001	3.327781e+000	3.327781e-001
1.993999999999966e+001	3.327831e+000	3.327831e-001
1.995999999999966e+001	3.327882e+000	3.327881e-001
1.997999999999966e+001	3.327932e+000	3.327932e-001
1.999999999999966e+001	3.327982e+000	3.327982e-001
2.001999999999966e+001	3.328032e+000	3.328032e-001
2.003999999999966e+001	3.328082e+000	3.328082e-001
2.005999999999966e+001	3.328132e+000	3.328132e-001
2.007999999999966e+001	3.328182e+000	3.328182e-001
2.009999999999966e+001	3.328233e+000	3.328233e-001
2.011999999999966e+001	3.328283e+000	3.328283e-001
2.013999999999966e+001	3.328333e+000	3.328333e-001
2.015999999999966e+001	3.328383e+000	3.328383e-001
2.017999999999966e+001	3.328433e+000	3.328433e-001
2.019999999999966e+001	3.328483e+000	3.328483e-001
2.021999999999965e+001	3.328533e+000	3.328533e-001
2.023999999999965e+001	3.328583e+000	3.328584e-001
2.025999999999965e+001	3.328634e+000	3.328634e-001
2.027999999999965e+001	3.328684e+000	3.328684e-001
2.029999999999965e+001	3.328734e+000	3.328734e-001
2.031999999999965e+001	3.328784e+000	3.328784e-001
2.033999999999965e+001	3.328834e+000	3.328834e-001
2.035999999999965e+001	3.328884e+000	3.328884e-001
2.037999999999965e+001	3.328934e+000	3.328934e-001
2.039999999999965e+001	3.328984e+000	3.328984e-001
2.041999999999965e+001	3.329035e+000	3.329034e-001
2.043999999999965e+001	3.329085e+000	3.329085e-001
2.045999999999965e+001	3.329135e+000	3.329135e-001
2.047999999999965e+001	3.329185e+000	3.329185e-001
2.049999999999965e+001	3.329235e+000	3.329235e-001
2.051999999999965e+001	3.329285e+000	3.329285e-001
2.053999999999965e+001	3.329335e+000	3.329335e-001
2.055999999999965e+001	3.329385e+000	3.329385e-001
2.057999999999965e+001	3.329435e+000	3.329435e-001
2.059999999999965e+001	3.329485e+000	3.329485e-001
2.061999999999965e+001	3.329535e+000	3.329535e-001
2.063999999999965e+001	3.329585e+000	3.329585e-001
2.065999999999965e+001	3.329635e+000	3.329636e-001
2.067999999999964e+001	3.329685e+000	3.329686e-001
2.069999999999964e+001	3.329736e+000	3.329736e-001
2.071999999999964e+001	3.329786e+000	3.329786e-001
2.073999999999964e+001	3.329836e+000	3.329836e-001
2.075999999999964e+001	3.329886e+000	3.329886e-001
2.077999999999964e+001	3.329936e+000	3.329936e-001
2.079999999999964e+001	3.329986e+000	3.329986e-001
2.081999999999964e+001	3.330036e+000	3.330036e-001
2.083999999999964e+001	3.330086e+000	3.330086e-001
2.085999999999964e+001	3.330136e+000	3.330136e-001
2.087999999999964e+001	3.330186e+000	3.330186e-001
2.089999999999964e+001	3.330236e+000	3.330236e-001
2.091999999999964e+001	3.330286e+000	3.330286e-001
2.093999999999964e+001	3.330336e+000	3.330336e-001
2.095999999999964e+001	3.330386e+000	3.330386e-001
2.097999999999964e+001	3.330436e+000	3.330436e-001
2.099999999999964e+001	3.330486e+000	3.330486e-001
2.101999999999964e+001	3.330536e+000	3.330536e-001
2.103999999999964e+001	3.330586e+000	3.330586e-001
2.105999999999964e+001	3.330636e+000	3.330636e-001
2.107999999999964e+001	3.330686e+000	3.330686e-001
2.109999999999964e+001	3.330736e+000	3.330736e-001
2.111999999999964e+001	3.330786e+000	3.330786e-001
2.113999999999964e+001	3.330836e+000	3.330836e-001
2.115999999999963e+001	3.330886e+000	3.330886e-001
2.117999999999963e+001	3.330936e+000	3.330936e-001
2.119999999999963e+001	3.330986e+000	3.330986e-001
2.121999999999963e+001	3.331036e+000	3.331036e-001
2.123999999999963e+001	3.331086e+000	3.331086e-001
2.125999999999963e+001	3.331136e+000	3.331136e-001
2.127999999999963e+001	3.331186e+000	3.331186e-001
2.129999999999963e+001	3.331235e+000	3.331235e-001
2.131999999999963e+001	3.331285e+000	3.331285e-001
2.133999999999963e+001	3.331335e+000	3.331335e-001
2.135999999999963e+001	3.331385e+000	3.331385e-001
2.137999999999963e+001	3.331435e+000	3.331435e-001
2.139999999999963e+001	3.331485e+000	3.331485e-001
2.141999999999963e+001	3.331535e+000	3.331535e-001
2.143999999999963e+001	3.331585e+000	3.331585e-001
2.145999999999963e+001	3.331635e+000	3.331635e-001
2.147999999999963e+001	3.331685e+000	3.331685e-001
2.149999999999963e+001	3.331735e+000	3.331735e-001
2.151999999999963e+001	3.331785e+000	3.331785e-001
2.153999999999963e+001	3.331835e+000	3.331835e-001
2.155999999999963e+001	3.331884e+000	3.331884e-001
2.157999999999963e+001	3.331934e+000	3.331935e-001
2.159999999999963e+001	3.331984e+000	3.331984e-001
2.161999999999962e+001	3.332034e+000	3.332034e-001
2.163999999999962e+001	3.332084e+000	3.332084e-001
2.165999999999962e+001	3.332134e+000	3.332134e-001
2.167999999999962e+001	3.332184e+000	3.332184e-001
2.169999999999962e+001	3.332234e+000	3.332234e-001
2.171999999999962e+001	3.332283e+000	3.332283e-001
2.173999999999962e+001	3.332334e+000	3.332334e-001
2.175999999999962e+001	3.332383e+000	3.332383e-001
2.177999999999962e+001	3.332433e+000	3.332433e-001
2.179999999999962e+001	3.332483e+000	3.332483e-001
2.181999999999962e+001	3.332533e+000	3.332533e-001
2.183999999999962e+001	3.332583e+000	3.332583e-001
2.185999999999962e+001	3.332633e+000	3.332633e-001
2.187999999999962e+001	3.332683e+000	3.332683e-001
2.189999999999962e+001	3.332732e+000	3.332732e-001
2.191999999999962e+001	3.332782e+000	3.332782e-001
2.193999999999962e+001	3.332832e+000	3.332832e-001
2.195999999999962e+001	3.332882e+000	3.332882e-001
2.197999999999962e+001	3.332932e+000	3.332932e-001
2.199999999999962e+001	3.332982e+000	3.332981e-001
2.201999999999962e+001	3.333031e+000	3.333032e-001
2.203999999999962e+001	3.333081e+000	3.333081e-001
2.205999999999962e+001	3.333131e+000	3.333131e-001
2.207999999999962e+001	3.333181e+000	3.333181e-001
2.209999999999961e+001	3.333231e+000	3.333231e-001
2.211999999999961e+001	3.333281e+000	3.333281e-001
2.213999999999961e+001	3.333330e+000	3.333330e-001
2.215999999999961e+001	3.333380e+000	3.333380e-001
2.217999999999961e+001	3.333430e+000	3.333430e-001
2.219999999999961e+001	3.333480e+000	3.333480e-001
2.221999999999961e+001	3.333530e+000	3.333530e-001
2.223999999999961e+001	3.333579e+000	3.333579e-001
2.225999999999961e+001	3.333629e+000	3.333629e-001
2.227999999999961e+001	3.333679e+000	3.333679e-001
2.229999999999961e+001	3.333729e+000	3.333729e-001
2.231999999999961e+001	3.333779e+000	3.333779e-001
2.233999999999961e+001	3.333828e+000	3.333828e-001
2.235999999999961e+001	3.333878e+000	3.333878e-001
2.237999999999961e+001	3.333928e+000	3.333928e-001
2.239999999999961e+001	3.333978e+000	3.333978e-001
2.241999999999961e+001	3.334028e+000	3.334028e-001
2.243999999999961e+001	3.334077e+000	3.334077e-001
2.245999999999961e+001	3.334127e+000	3.334127e-001
2.247999999999961e+001	3.334177e+000	3.334177e-001
2.249999999999961e+001	3.334227e+000	3.334227e-001
2.251999999999961e+001	3.334276e+000	3.334276e-001
2.253999999999961e+001	3.334326e+000	3.334326e-001
2.255999999999960e+001	3.334376e+000	3.334376e-001
2.257999999999960e+001	3.334425e+000	3.334425e-001
2.259999999999960e+001	3.334475e+000	3.334475e-001
2.261999999999960e+001	3.334525e+000	3.334525e-001
2.263999999999960e+001	3.334575e+000	3.334575e-001
2.265999999999960e+001	3.334625e+000	3.334624e-001
2.267999999999960e+001	3.334674e+000	3.334674e-001
2.269999999999960e+001	3.334724e+000	3.334724e-001
2.271999999999960e+001	3.334774e+000	3.334774e-001
2.273999999999960e+001	3.334823e+000	3.334823e-001
2.275999999999960e+001	3.334873e+000	3.334873e-001
2.277999999999960e+001	3.334923e+000	3.334923e-001
2.279999999999960e+001	3.334973e+000	3.334973e-001
2.281999999999960e+001	3.335022e+000	3.335022e-001
2.283999999999960e+001	3.335072e+000	3.335072e-001
2.285999999999960e+001	3.335122e+000	3.335122e-001
2.287999999999960e+001	3.335171e+000	3.335171e-001
2.289999999999960e+001	3.335221e+000	3.335221e-001
2.291999999999960e+001	3.335271e+000	3.335271e-001
2.293999999999960e+001	3.335320e+000	3.335320e-001
2.295999999999960e+001	3.335370e+000	3.335370e-001
2.297999999999960e+001	3.335420e+000	3.335420e-001
2.299999999999960e+001	3.335469e+000	3.335470e-001
2.301999999999960e+001	3.335519e+000	3.335519e-001
2.303999999999959e+001	3.335569e+000	3.335569e-001
2.305999999999959e+001	3.335618e+000	3.335619e-001
2.307999999999959e+001	3.335668e+000	3.335668e-001
2.309999999999959e+001	3.335718e+000	3.335718e-001
2.311999999999959e+001	3.335768e+000	3.335768e-001
2.313999999999959e+001	3.335817e+000	3.335817e-001
2.315999999999959e+001	3.335867e+000	3.335867e-001
2.317999999999959e+001	3.335917e+000	3.335917e-001
2.319999999999959e+001	3.335966e+000	3.335966e-001
2.321999999999959e+001	3.336016e+000	3.336016e-001
2.323999999999959e+001	3.336066e+000	3.336065e-001
2.325999999999959e+001	3.336115e+000	3.336115e-001
2.327999999999959e+001	3.336165e+000	3.336165e-001
2.329999999999959e+001	3.336215e+000	3.336214e-001
2.331999999999959e+001	3.336264e+000	3.336264e-001
2.333999999999959e+001	3.336314e+000	3.336314e-001
2.335999999999959e+001	3.336363e+000	3.336363e-001
2.337999999999959e+001	3.336413e+000	3.336413e-001
2.339999999999959e+001	3.336463e+000	3.336463e-001
2.341999999999959e+001	3.336512e+000	3.336512e-001
2.343999999999959e+001	3.336562e+000	3.336562e-001
2.345999999999959e+001	3.336612e+000	3.336611e-001
2.347999999999959e+001	3.336661e+000	3.336661e-001
2.349999999999958e+001	3.336711e+000	3.336711e-001
2.351999999999958e+001	3.336760e+000	3.336760e-001
2.353999999999958e+001	3.336810e+000	3.336810e-001
2.355999999999958e+001	3.336859e+000	3.336860e-001
2.357999999999958e+001	3.336909e+000	3.336909e-001
2.359999999999958e+001	3.336959e+000	3.336959e-001
2.361999999999958e+001	3.337008e+000	3.337008e-001
2.363999999999958e+001	3.337058e+000	3.337058e-001
2.365999999999958e+001	3.337107e+000	3.337108e-001
2.367999999999958e+001	3.337157e+000	3.337157e-001
2.369999999999958e+001	3.337207e+000	3.337207e-001
2.371999999999958e+001	3.337256e+000	3.337256e-001
2.373999999999958e+001	3.337306e+000	3.337306e-001
2.375999999999958e+001	3.337355e+000	3.337356e-001
2.377999999999958e+001	3.337405e+000	3.337405e-001
2.379999999999958e+001	3.337455e+000	3.337454e-001
2.381999999999958e+001	3.337504e+000	3.337504e-001
2.383999999999958e+001	3.337554e+000	3.337554e-001
2.385999999999958e+001	3.337603e+000	3.337603e-001
2.387999999999958e+001	3.337653e+000	3.337653e-001
2.389999999999958e+001	3.337703e+000	3.337702e-001
2.391999999999958e+001	3.337752e+000	3.337752e-001
2.393999999999958e+001	3.337801e+000	3.337801e-001
2.395999999999958e+001	3.337851e+000	3.337851e-001
2.397999999999957e+001	3.337901e+000	3.337901e-001
2.400000000000000e+001	3.337950e+000	3.337950e-001
